business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,optional,categories,hours
2fTfpN5SggLgW4LlzptMPg,Tzin Wine & Tapas,10115 104 Street Northwest,Edmonton,AB,T5J 0Z9,53.5410214625,-113.4992408752,4.5,116,1,"{'BikeParking': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': 'average', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'RestaurantsAttire': 'casual', 'GoodForKids': 'False', 'Alcohol': 'full_bar', 'RestaurantsPriceRange2': '3', 'Caters': 'False', 'WiFi': 'free', 'RestaurantsDelivery': 'False', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: True, trendy: True, upscale: False, classy: True, casual: False}', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'GoodForDancing': 'False', 'BestNights': '{monday: False, tuesday: False, friday: True, wednesday: False, thursday: True, sunday: False, saturday: True}', 'Music': '{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}', 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': '{breakfast: False, brunch: False, lunch: False, dinner: True, latenight: None, dessert: None}', 'HasTV': 'True'}","Nightlife, Beer, Wine & Spirits, Tapas Bars, Wine Bars, Restaurants, Food, Bars","{'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0'}"
l8uzbLGk9CLjElcWGyBZ0Q,Transcend Coffee - Ritchie Market,"9570 76 Avenue NW, Ste 100",Edmonton,AB,T6C 0K2,53.51263,-113.476381,4.5,32,1,"{'Alcohol': 'none', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'RestaurantsAttire': 'casual', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'WiFi': 'free', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': 'loud', 'BikeParking': 'True', 'RestaurantsDelivery': 'False'}","Food, Cafes, Coffee & Tea, Restaurants","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-18:0'}"
fgIAN_Y-hgPq6E-MPZk8vg,Panago Pizza,11152 Ellerslie Road SW,Edmonton,AB,T6W 1A2,53.4263416,-113.5188169,3.5,7,1,"{'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, touristy: False, trendy: False, upscale: False, casual: False}', 'Alcohol': 'none', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'NoiseLevel': 'quiet', 'WiFi': 'no', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': 'casual', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'HasTV': 'True'}","Chicken Wings, Pizza, Salad, Food, Food Delivery Services, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
Cr-uaPrfvG7tvqzLGAGErA,Kyoto Japanese Cuisine,8701 109 Street NW,Edmonton,AB,T6G 2L5,53.5231333193,-113.5113531433,3.5,58,1,"{'RestaurantsAttire': 'casual', 'RestaurantsReservations': 'True', 'NoiseLevel': 'average', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Alcohol': 'full_bar', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'WiFi': 'no', 'Caters': 'False', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: True, casual: True}', 'HasTV': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}'}","Japanese, Restaurants, Sushi Bars, Asian Fusion","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
PJeoajci4MBVuyAOQet57g,Dover Kam Kitchen,"120 Street, Suite 12704",Edmonton,AB,T5E,53.5850722,-113.5290706,3.0,9,1,"{'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}'}","Chinese, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
KZ5w1iPH1bSnf-wBEYgtQQ,Rice Bowl Deluxe,8910 149 Street NW,Edmonton,AB,T5R 1B8,53.5216024,-113.5785097,3.0,5,1,"{'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Asian Fusion","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
QMaXUlBsA0SLiYZOzDAjVQ,Nam Kitchen Express,9316 - 137 Avenue NW,Edmonton,AB,T5E 6C1,53.6001157,-113.4858681,4.0,13,1,"{'WiFi': 'no', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'RestaurantsAttire': 'casual', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'NoiseLevel': 'average', 'RestaurantsPriceRange2': '2'}","Vietnamese, Restaurants, Chinese, Fast Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
7kko-9WTh53VZ_PmrffrSQ,Tasty Tom's,9965 82 Avenue NW,Edmonton,AB,T6E 1Z1,53.517857954,-113.4884910012,4.0,67,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': 'free', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': 'beer_and_wine', 'RestaurantsAttire': 'casual', 'BikeParking': 'True', 'NoiseLevel': 'quiet', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'Ambience': '{hipster: None, casual: True, touristy: False, trendy: False, intimate: False, romantic: False, classy: False, upscale: False}', 'HasTV': 'True', 'GoodForMeal': '{breakfast: True, brunch: True, lunch: True, dinner: None, latenight: False, dessert: False}'}","Breakfast & Brunch, Burgers, American (New), Diners, Restaurants, Modern European, Canadian (New)","{'Monday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-15:0'}"
3gTZAOmML02T1L5gYIHYqQ,Kabsa  The Ultimate Cuisine,5932 153 Avenue NW,Edmonton,AB,T5Y 2W1,53.616357,-113.431281,4.0,24,1,"{'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': 'average', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': 'casual', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'RestaurantsTakeOut': 'True', 'Alcohol': 'none', 'GoodForMeal': '{dessert: False, latenight: True, lunch: True, dinner: True, brunch: False, breakfast: False}', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'WiFi': 'no', 'OutdoorSeating': 'False', 'Ambience': '{touristy: None, hipster: None, romantic: None, intimate: None, trendy: None, upscale: None, classy: None, casual: True}'}","Middle Eastern, Restaurants, Food","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}"
a24bmNPatJARqO1H4QnWgQ,Blue Quill Chinese Food,2821 116 Street NW,Edmonton,AB,T6J 4R6,53.4604772,-113.5313926,3.0,26,1,"{'Alcohol': 'full_bar', 'RestaurantsAttire': 'casual', 'GoodForKids': 'True', 'NoiseLevel': 'quiet', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'BikeParking': 'True', 'WiFi': 'no', 'HasTV': 'True'}","Restaurants, Chinese","{'Monday': '15:30-23:0', 'Tuesday': '15:30-23:0', 'Wednesday': '15:30-23:0', 'Thursday': '15:30-23:0', 'Friday': '15:30-0:0', 'Saturday': '15:30-0:0', 'Sunday': '15:30-23:0'}"
AgN2wYfkqbHGvWN3CNdydA,Buster's Pizza & Donair,319 Allard Boulevard SW,Edmonton,AB,T6W 1A8,53.3969781497,-113.5297982796,3.5,6,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Food, Donairs, Pizza, Restaurants, Poutineries, Mediterranean","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-0:0'}"
Im5XYJ8jP3s85Lna48HcWA,Pizza 73,3520 137 Avenue NW,Edmonton,AB,T5Y 1Y7,53.5999605,-113.395716,1.0,6,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False'}","Pizza, Restaurants","{'Monday': '16:0-2:0', 'Tuesday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-0:0'}"
Iw7uhUS9D5gXESPr_DVHaA,Belgravia Hub,7609 115 Street  NW,Edmonton,AB,T6G 0M2,53.5125175,-113.5285441,4.0,27,1,"{'Alcohol': 'full_bar', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': 'True', 'WiFi': 'no', 'GoodForKids': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}', 'NoiseLevel': 'average', 'Ambience': '{touristy: False, hipster: None, romantic: None, intimate: None, trendy: None, upscale: None, classy: None, casual: True}', 'BusinessParking': '{garage: False, street: True, validated: False, lot: True, valet: False}', 'HasTV': 'True', 'OutdoorSeating': 'False'}","Restaurants, Canadian (New)","{'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0', 'Sunday': '17:0-21:0'}"
0IG9w6YCkh-z5pnfSip6Nw,Tasty Noodle,3203 Calgary Trail,Edmonton,AB,T6J 5X8,53.4642729002,-113.4947454929,3.5,64,1,"{'RestaurantsAttire': 'casual', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Alcohol': 'full_bar', 'NoiseLevel': 'average', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'RestaurantsReservations': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'RestaurantsDelivery': 'True', 'WiFi': 'no', 'HasTV': 'True'}","Chinese, Restaurants, Dim Sum","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:0-22:30', 'Saturday': '10:0-22:30', 'Sunday': '9:0-22:0'}"
UwAqOh7QDJz9m9scQxH9iA,Panago Pizza,"114, 6655 - 178th Street",Edmonton,AB,T5T 4J5,53.4999118,-113.6296212,4.5,6,1,"{'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'RestaurantsAttire': 'casual', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'WiFi': 'no', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False'}","Food, Pizza, Restaurants, Salad, Food Delivery Services, Chicken Wings","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
0CLCzdedGT2DPjkYM52Tqg,Brewsters Brewing Company & Restaurant,15820 87th Avenue NW,Edmonton,AB,T5R 5W9,53.5201345852,-113.5962501821,3.5,37,1,"{'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': 'casual', 'Caters': 'False', 'NoiseLevel': 'average', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: True, casual: True}', 'RestaurantsDelivery': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free', 'BusinessParking': '{garage: False, street: True, validated: False, lot: True, valet: False}', 'Alcohol': 'full_bar', 'HappyHour': 'True', 'BYOB': 'False'}","American (Traditional), Restaurants, Breweries, Food","{'Monday': '11:30-22:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
