business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
-XqH9MW831JOtqsJsrHEdw,Burrito Libre,8525A 112th Street NW,Edmonton,AB,T6G 2L7,53.521766,-113.520173,3.0,26,1,"{'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'NoiseLevel': 'average', 'WiFi': 'free', 'Alcohol': 'beer_and_wine', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'HasTV': 'True', 'Caters': 'True', 'PriceRange': '1', 'Attire': 'casual', 'HasTakeOut': 'True', 'GoodForGroups': 'True', 'HasReservations': 'False', 'HasDelivery': 'True'}","Restaurants, Vegetarian, Mexican, Fast Food, Tex-Mex","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
-bi-PRIZg0ercEOnUcuiHw,Punjab Sweets & Restaurant,9393 34 Avenue,Edmonton,AB,T6E 5W8,53.4659608,-113.4769915,3.5,32,1,"{'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'NoiseLevel': 'quiet', 'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Alcohol': 'none', 'Caters': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'WiFi': 'no', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'BikeParking': 'True', 'HasTakeOut': 'True', 'Attire': 'casual', 'HasReservations': 'True', 'GoodForGroups': 'True', 'PriceRange': '2', 'HasTableService': 'True', 'HasDelivery': 'True'}","Indian, Desserts, Food, Pakistani, Halal, Buffets, Restaurants, Specialty Food","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '10:0-21:30'}"
-eAmwxqpedMfAHREjJzQLQ,An Chay,11203 Jasper Ave NW,Edmonton,AB,T5K 0L5,53.5406978057,-113.5143306152,4.5,55,1,"{'WiFi': 'free', 'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'WheelchairAccessible': 'True', 'NoiseLevel': 'quiet', 'GoodForKids': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'Ambience': '{hipster: None, casual: True, touristy: None, trendy: None, intimate: None, romantic: None, classy: None, upscale: None}', 'GoodForMeal': '{breakfast: None, brunch: None, lunch: True, dinner: True, latenight: None, dessert: None}', 'HappyHour': 'False', 'Alcohol': 'beer_and_wine', 'GoodForGroups': 'True', 'Attire': 'casual', 'HasTakeOut': 'True', 'HasTableService': 'True', 'HasDelivery': 'True', 'PriceRange': '2', 'HasReservations': 'True'}","Vegetarian, Vietnamese, Restaurants, Vegan","{'Monday': '12:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}"
-rDN9oCIZmmL6nM_NTDQ8w,LOCAL South Common,1820 99 NW St,Edmonton,AB,T6N 1M5,53.446967,-113.485559,3.5,130,1,"{'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'Alcohol': 'full_bar', 'HasTV': 'True', 'WiFi': 'free', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'DriveThru': 'False', 'Music': '{dj: False, background_music: False, no_music: False, jukebox: False, live: False, video: False, karaoke: False}', 'HappyHour': 'True', 'Caters': 'False', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'BikeParking': 'True', 'GoodForKids': 'True', 'CoatCheck': 'False', 'Smoking': 'no', 'WheelchairAccessible': 'True', 'NoiseLevel': 'loud', 'GoodForGroups': 'True', 'Attire': 'casual', 'PriceRange': '2', 'HasTakeOut': 'True', 'HasReservations': 'True', 'MustMakeReservation': 'False', 'PopularNights': '{monday: False, tuesday: False, friday: True, wednesday: False, thursday: True, sunday: False, saturday: True}', 'HasTableService': 'True', 'HasDelivery': 'True'}","Asian Fusion, American (New), Breakfast & Brunch, Sports Bars, Burgers, Nightlife, Bars, Restaurants, American (Traditional), Pubs, Canadian (New)","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-0:0'}"
-s8G4_7aF8IxlAq6p1w4rw,Mucho Burrito,8505 109 Street,Edmonton,AB,T6G,53.52137,-113.5115918,2.0,8,1,"{'NoiseLevel': 'quiet', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'WiFi': 'free', 'BikeParking': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'OutdoorSeating': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'Alcohol': 'beer_and_wine', 'WheelchairAccessible': 'False', 'HappyHour': 'False', 'Attire': 'casual', 'HasDelivery': 'True', 'HasTableService': 'False', 'HasReservations': 'False', 'PriceRange': '2', 'GoodForGroups': 'True', 'HasTakeOut': 'True'}","Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-20:0'}"
-x-niT6JolhXi6VuKclgxw,Subway,"Callingwood Centre, 6921 172nd St",Edmonton,AB,T5T 5Y1,53.5052105,-113.6191383,2.0,5,1,"{'GoodForKids': 'False', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'HasDelivery': 'False', 'GoodForGroups': 'True', 'HasTakeOut': 'True', 'HasReservations': 'False'}","Sandwiches, Restaurants, Fast Food","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-23:0'}"
00uLQHBVirvmfv4pGlIBGA,BaoBao,10544 Jasper Avenue,Edmonton,AB,T5J 1Z7,53.541361,-113.502144,4.5,29,1,"{'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'HasTV': 'True', 'WheelchairAccessible': 'False', 'OutdoorSeating': 'False', 'WiFi': 'free', 'HasDelivery': 'False', 'HasTableService': 'True', 'HasTakeOut': 'True', 'GoodForGroups': 'True'}","Restaurants, Asian Fusion, Noodles, Dumplings","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}"
01pmVUeVeXKtxdnLcQrUOg,The Black Bull Kitchen & Bar,16642 109 Avenue NW,Edmonton,AB,T5P 1C2,53.556481,-113.607191,4.0,27,1,"{'NoiseLevel': 'average', 'Alcohol': 'full_bar', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'WiFi': 'no', 'GoodForKids': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'HasTV': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'HasTakeOut': 'True', 'Attire': 'casual', 'PriceRange': '2', 'GoodForGroups': 'True', 'HasReservations': 'True', 'HasTableService': 'True', 'HasDelivery': 'True'}","Restaurants, Canadian (New), American (New), Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '9:0-21:0'}"
0CLCzdedGT2DPjkYM52Tqg,Brewsters Brewing Company & Restaurant,15820 87th Avenue NW,Edmonton,AB,T5R 5W9,53.5201345852,-113.5962501821,3.5,37,1,"{'OutdoorSeating': 'True', 'Caters': 'False', 'NoiseLevel': 'average', 'HasTV': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: True, casual: True}', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'WheelchairAccessible': 'True', 'WiFi': 'free', 'BusinessParking': '{garage: False, street: True, validated: False, lot: True, valet: False}', 'Alcohol': 'full_bar', 'HappyHour': 'True', 'BYOB': 'False', 'HasReservations': 'True', 'HasTakeOut': 'True', 'GoodForGroups': 'True', 'Attire': 'casual', 'PriceRange': '2', 'HasDelivery': 'True', 'HasTableService': 'True'}","American (Traditional), Restaurants, Breweries, Food","{'Monday': '11:30-22:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
0DkIUiK3hkM1stV8AZ5ULg,Oodle Noodle,10009 170 Street NW,Edmonton,AB,T5P 4R5,53.5398164607,-113.6142969131,3.0,25,1,"{'NoiseLevel': 'average', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'Alcohol': 'none', 'HasTV': 'True', 'WiFi': 'free', 'Caters': 'True', 'GoodForKids': 'True', 'Ambience': '{touristy: None, hipster: True, romantic: None, intimate: None, trendy: None, upscale: None, classy: None, casual: None}', 'GoodForMeal': '{dessert: False, latenight: None, lunch: None, dinner: None, brunch: False, breakfast: None}', 'PriceRange': '2', 'HasDelivery': 'True', 'Attire': 'casual', 'GoodForGroups': 'True', 'HasReservations': 'False', 'HasTakeOut': 'True'}","Ethnic Food, American (New), Specialty Food, Chinese, Restaurants, Food, Asian Fusion, Canadian (New)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
0EmBlyDtgE4_-AYK5I9dPg,Pho Song Huong Vietnamese Restaurant,12929  97 Street,Edmonton,AB,T5E 4C2,53.588333,-113.491392,3.5,20,1,"{'HasTV': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'WiFi': 'no', 'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'NoiseLevel': 'quiet', 'Alcohol': 'None', 'Caters': 'False', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'GoodForGroups': 'True', 'HasTakeOut': 'True', 'HasReservations': 'True', 'PriceRange': '2', 'HasTableService': 'True', 'Attire': 'casual', 'HasDelivery': 'True'}","Restaurants, Soup, Noodles, Vietnamese","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
0IG9w6YCkh-z5pnfSip6Nw,Tasty Noodle,3203 Calgary Trail,Edmonton,AB,T6J 5X8,53.4642729002,-113.4947454929,3.5,64,1,"{'GoodForKids': 'True', 'Alcohol': 'full_bar', 'NoiseLevel': 'average', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'Caters': 'False', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'WiFi': 'no', 'HasTV': 'True', 'Attire': 'casual', 'PriceRange': '2', 'HasReservations': 'True', 'HasTakeOut': 'True', 'GoodForGroups': 'True', 'HasTableService': 'True', 'HasDelivery': 'True'}","Chinese, Restaurants, Dim Sum","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:0-22:30', 'Saturday': '10:0-22:30', 'Sunday': '9:0-22:0'}"
0JGG50I4c9iAPrk7H8dRcg,McDonald's,3708-158 Avenue NW,Edmonton,AB,T5Y 0S5,53.6193692336,-113.3987929313,1.5,12,1,"{'Ambience': '{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: False}', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'WiFi': 'free', 'PriceRange': '3', 'GoodForGroups': 'False', 'HasTakeOut': 'True', 'HasDelivery': 'True', 'HasReservations': 'False'}","Restaurants, Burgers, Coffee & Tea, Fast Food, Food","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}"
0Mnb5KLigKua42lAo5C0Vg,Memphis Blues Barbeque House,16907 127 Street,Edmonton,AB,T6V 1B1,53.630590071,-113.5384508666,3.0,50,1,"{'GoodForKids': 'True', 'Caters': 'True', 'WiFi': 'no', 'Alcohol': 'full_bar', 'OutdoorSeating': 'True', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'NoiseLevel': 'quiet', 'GoodForMeal': '{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}', 'BikeParking': 'True', 'HasTV': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: True, valet: False}', 'GoodForGroups': 'True', 'HasReservations': 'True', 'HasDelivery': 'True', 'Attire': 'casual', 'HasTakeOut': 'True', 'HasTableService': 'True', 'PriceRange': '2'}","Restaurants, Nightlife, Barbeque, Whiskey Bars, Bars","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}"
0OQ-y2IQyay7ZCTMaQLYew,Panda Express,16704 127th St NW,Edmonton,AB,T6V 1J6,53.6305167,-113.5412121,3.5,26,1,"{'Caters': 'True', 'BusinessParking': '{garage: False, street: False, validated: False, lot: False, valet: False}', 'OutdoorSeating': 'False', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False}', 'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': 'average', 'HasTV': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'Alcohol': 'none', 'DriveThru': 'True', 'PriceRange': '2', 'HasTableService': 'False', 'HasTakeOut': 'True', 'Attire': 'casual', 'GoodForGroups': 'True', 'HasReservations': 'False', 'HasDelivery': 'True'}","Chinese, Restaurants, Fast Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30'}"
0UHIyeodBEMYV0-JmRiVLw,What's For Lunch,5221 87 Street NW,Edmonton,AB,T6E 5L5,53.4895999,-113.4565676,4.5,8,1,"{'OutdoorSeating': 'False', 'Alcohol': 'none', 'HasTV': 'True', 'GoodForMeal': '{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}', 'GoodForKids': 'False', 'WiFi': 'no', 'Caters': 'True', 'BikeParking': 'False', 'HasTableService': 'False', 'HasReservations': 'False', 'HasDelivery': 'True', 'PriceRange': '2', 'Attire': 'casual', 'GoodForGroups': 'False', 'HasTakeOut': 'True'}","Restaurants, Sandwiches, Soup, Food, Desserts","{'Monday': '9:30-15:0', 'Tuesday': '9:30-15:0', 'Wednesday': '9:30-15:0', 'Thursday': '9:30-15:0', 'Friday': '9:30-15:0'}"
0WFpcVkqvK1_UuqW041_9w,The Cheese Factory,8943 82 Avenue NW,Edmonton,AB,T6C 0Z4,53.5177065817,-113.4670289301,5.0,5,1,"{'BusinessParking': '{garage: False, street: True, validated: False, lot: False, valet: False}', 'BikeParking': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'Alcohol': 'none', 'NoiseLevel': 'quiet', 'GoodForKids': 'True', 'Ambience': '{romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True}', 'Caters': 'False', 'WheelchairAccessible': 'True', 'Attire': 'casual', 'HasTakeOut': 'False', 'HasReservations': 'False', 'PriceRange': '2', 'HasDelivery': 'False', 'GoodForGroups': 'True'}","American (New), Specialty Food, Restaurants, Food, Cheese Shops, Canadian (New)","{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}"
